Mod:Item:MetaData, Localized Name
ExtraTiC:excavatorHead:173, 赤金开掘铲铲刃
ExtraTiC:excavatorHead:142, 精灵开掘铲铲刃
ExtraTiC:excavatorHead:143, 赛特斯石英开掘铲铲刃
ExtraTiC:excavatorHead:2000, Constantan开掘铲铲刃
ExtraTiC:excavatorHead:145, 魔钢开掘铲铲刃
ExtraTiC:excavatorHead:146, 泰拉钢开掘铲铲刃
ExtraTiC:excavatorHead:178, 龙元素开掘铲铲刃
ExtraTiC:excavatorHead:147, 源质钢开掘铲铲刃
ExtraTiC:excavatorHead:179, 觉醒龙元素开掘铲铲刃
ExtraTiC:excavatorHead:180, 凝胶开掘铲铲刃
ExtraTiC:excavatorHead:126, 秘银开掘铲铲刃
ExtraTiC:frypanHead:160, 炽铁盘
ExtraTiC:frypanHead:161, 铁树盘
ExtraTiC:frypanHead:162, 骑士金属盘
ExtraTiC:frypanHead:163, 钢叶盘
ExtraTiC:frypanHead:164, 紫水晶盘
ExtraTiC:frypanHead:165, 橄榄石盘
ExtraTiC:frypanHead:166, 红宝石盘
ExtraTiC:frypanHead:167, 蓝宝石盘
ExtraTiC:frypanHead:171, 玄钢盘
ExtraTiC:frypanHead:172, 虚空金属盘
ExtraTiC:frypanHead:141, 铁血盘
ExtraTiC:frypanHead:173, 赤金盘
ExtraTiC:frypanHead:142, 精灵盘
ExtraTiC:frypanHead:143, 赛特斯石英盘
ExtraTiC:frypanHead:2000, Constantan盘
ExtraTiC:frypanHead:145, 魔钢盘
ExtraTiC:frypanHead:146, 泰拉钢盘
ExtraTiC:frypanHead:178, 龙元素盘
ExtraTiC:frypanHead:147, 源质钢盘
ExtraTiC:frypanHead:179, 觉醒龙元素盘
ExtraTiC:frypanHead:180, 凝胶盘
ExtraTiC:frypanHead:126, 秘银盘
ExtraTiC:fullGuard:160, 炽铁大型护手
ExtraTiC:fullGuard:161, 铁树大型护手
ExtraTiC:fullGuard:162, 骑士金属大型护手
ExtraTiC:fullGuard:163, 钢叶大型护手
ExtraTiC:fullGuard:164, 紫水晶大型护手
ExtraTiC:fullGuard:165, 橄榄石大型护手
ExtraTiC:fullGuard:166, 红宝石大型护手
ExtraTiC:fullGuard:167, 蓝宝石大型护手
ExtraTiC:fullGuard:171, 玄钢大型护手
ExtraTiC:fullGuard:172, 虚空金属大型护手
ExtraTiC:fullGuard:141, 铁血大型护手
ExtraTiC:fullGuard:173, 赤金大型护手
ExtraTiC:fullGuard:142, 精灵大型护手
ExtraTiC:fullGuard:143, 赛特斯石英大型护手
ExtraTiC:fullGuard:2000, Constantan大型护手
ExtraTiC:fullGuard:145, 魔钢大型护手
ExtraTiC:fullGuard:146, 泰拉钢大型护手
ExtraTiC:fullGuard:178, 龙元素大型护手
ExtraTiC:fullGuard:147, 源质钢大型护手
ExtraTiC:fullGuard:179, 觉醒龙元素大型护手
ExtraTiC:fullGuard:180, 凝胶大型护手
ExtraTiC:fullGuard:126, 秘银大型护手
ExtraTiC:hammerHead:160, 炽铁锤头
ExtraTiC:hammerHead:161, 铁树锤头
ExtraTiC:hammerHead:162, 骑士金属锤头
ExtraTiC:hammerHead:163, 钢叶锤头
ExtraTiC:hammerHead:164, 紫水晶锤头
ExtraTiC:hammerHead:165, 橄榄石锤头
ExtraTiC:hammerHead:166, 红宝石锤头
ExtraTiC:hammerHead:167, 蓝宝石锤头
ExtraTiC:hammerHead:171, 玄钢锤头
ExtraTiC:hammerHead:172, 虚空金属锤头
ExtraTiC:hammerHead:141, 铁血锤头
ExtraTiC:hammerHead:173, 赤金锤头
ExtraTiC:hammerHead:142, 精灵锤头
ExtraTiC:hammerHead:143, 赛特斯石英锤头
ExtraTiC:hammerHead:2000, Constantan锤头
ExtraTiC:hammerHead:145, 魔钢锤头
ExtraTiC:hammerHead:146, 泰拉钢锤头
ExtraTiC:hammerHead:178, 龙元素锤头
ExtraTiC:hammerHead:147, 源质钢锤头
ExtraTiC:hammerHead:179, 觉醒龙元素锤头
ExtraTiC:hammerHead:180, 凝胶锤头
ExtraTiC:hammerHead:126, 秘银锤头
ExtraTiC:knifeBlade:160, 炽铁刀刃
ExtraTiC:knifeBlade:161, 铁树刀刃
ExtraTiC:knifeBlade:162, 骑士金属刀刃
ExtraTiC:knifeBlade:163, 钢叶刀刃
ExtraTiC:knifeBlade:164, 紫水晶刀刃
ExtraTiC:knifeBlade:165, 橄榄石刀刃
ExtraTiC:knifeBlade:166, 红宝石刀刃
ExtraTiC:knifeBlade:167, 蓝宝石刀刃
ExtraTiC:knifeBlade:171, 玄钢刀刃
ExtraTiC:knifeBlade:172, 虚空金属刀刃
ExtraTiC:knifeBlade:141, 铁血刀刃
ExtraTiC:knifeBlade:173, 赤金刀刃
ExtraTiC:knifeBlade:142, 精灵刀刃
ExtraTiC:knifeBlade:143, 赛特斯石英刀刃
ExtraTiC:knifeBlade:2000, Constantan刀刃
ExtraTiC:knifeBlade:145, 魔钢刀刃
ExtraTiC:knifeBlade:146, 泰拉钢刀刃
ExtraTiC:knifeBlade:178, 龙元素刀刃
ExtraTiC:knifeBlade:147, 源质钢刀刃
ExtraTiC:knifeBlade:179, 觉醒龙元素刀刃
ExtraTiC:knifeBlade:180, 凝胶刀刃
ExtraTiC:knifeBlade:126, 秘银刀刃
ExtraTiC:largeGuard:160, 炽铁宽护手
ExtraTiC:largeGuard:161, 铁树宽护手
ExtraTiC:largeGuard:162, 骑士金属宽护手
ExtraTiC:largeGuard:163, 钢叶宽护手
ExtraTiC:largeGuard:164, 紫水晶宽护手
ExtraTiC:largeGuard:165, 橄榄石宽护手
ExtraTiC:largeGuard:166, 红宝石宽护手
ExtraTiC:largeGuard:167, 蓝宝石宽护手
ExtraTiC:largeGuard:171, 玄钢宽护手
ExtraTiC:largeGuard:172, 虚空金属宽护手
ExtraTiC:largeGuard:141, 铁血宽护手
ExtraTiC:largeGuard:173, 赤金宽护手
ExtraTiC:largeGuard:142, 精灵宽护手
ExtraTiC:largeGuard:143, 赛特斯石英宽护手
ExtraTiC:largeGuard:2000, Constantan宽护手
ExtraTiC:largeGuard:145, 魔钢宽护手
ExtraTiC:largeGuard:146, 泰拉钢宽护手
ExtraTiC:largeGuard:178, 龙元素宽护手
ExtraTiC:largeGuard:147, 源质钢宽护手
ExtraTiC:largeGuard:179, 觉醒龙元素宽护手
ExtraTiC:largeGuard:180, 凝胶宽护手
ExtraTiC:largeGuard:126, 秘银宽护手
ExtraTiC:largeSwordBlade:160, 炽铁宽剑刃
ExtraTiC:largeSwordBlade:161, 铁树宽剑刃
ExtraTiC:largeSwordBlade:162, 骑士金属宽剑刃
ExtraTiC:largeSwordBlade:163, 钢叶宽剑刃
ExtraTiC:largeSwordBlade:164, 紫水晶宽剑刃
ExtraTiC:largeSwordBlade:165, 橄榄石宽剑刃
ExtraTiC:largeSwordBlade:166, 红宝石宽剑刃
ExtraTiC:largeSwordBlade:167, 蓝宝石宽剑刃
ExtraTiC:largeSwordBlade:171, 玄钢宽剑刃
ExtraTiC:largeSwordBlade:172, 虚空金属宽剑刃
ExtraTiC:largeSwordBlade:141, 铁血宽剑刃
ExtraTiC:largeSwordBlade:173, 赤金宽剑刃
ExtraTiC:largeSwordBlade:142, 精灵宽剑刃
ExtraTiC:largeSwordBlade:143, 赛特斯石英宽剑刃
ExtraTiC:largeSwordBlade:2000, Constantan宽剑刃
ExtraTiC:largeSwordBlade:145, 魔钢宽剑刃
ExtraTiC:largeSwordBlade:146, 泰拉钢宽剑刃
ExtraTiC:largeSwordBlade:178, 龙元素宽剑刃
ExtraTiC:largeSwordBlade:147, 源质钢宽剑刃
ExtraTiC:largeSwordBlade:179, 觉醒龙元素宽剑刃
ExtraTiC:largeSwordBlade:180, 凝胶宽剑刃
ExtraTiC:largeSwordBlade:126, 秘银宽剑刃
ExtraTiC:largeplate:160, 炽铁大板
ExtraTiC:largeplate:161, 铁树大板
ExtraTiC:largeplate:162, 骑士金属大板
ExtraTiC:largeplate:163, 钢叶大板
ExtraTiC:largeplate:164, 紫水晶大板
ExtraTiC:largeplate:165, 橄榄石大板
ExtraTiC:largeplate:166, 红宝石大板
ExtraTiC:largeplate:167, 蓝宝石大板
ExtraTiC:largeplate:171, 玄钢大板
ExtraTiC:largeplate:172, 虚空金属大板
ExtraTiC:largeplate:141, 铁血大板
ExtraTiC:largeplate:173, 赤金大板
ExtraTiC:largeplate:142, 精灵大板
ExtraTiC:largeplate:143, 赛特斯石英大板
ExtraTiC:largeplate:2000, Constantan大板
ExtraTiC:largeplate:145, 魔钢大板
ExtraTiC:largeplate:146, 泰拉钢大板
ExtraTiC:largeplate:178, 龙元素大板
ExtraTiC:largeplate:147, 源质钢大板
ExtraTiC:largeplate:179, 觉醒龙元素大板
ExtraTiC:largeplate:180, 凝胶大板
ExtraTiC:largeplate:126, 秘银大板
ExtraTiC:lumberaxeHead:160, 炽铁宽斧刃
ExtraTiC:lumberaxeHead:161, 铁树宽斧刃
ExtraTiC:lumberaxeHead:162, 骑士金属宽斧刃
ExtraTiC:lumberaxeHead:163, 钢叶宽斧刃
ExtraTiC:lumberaxeHead:164, 紫水晶宽斧刃
ExtraTiC:lumberaxeHead:165, 橄榄石宽斧刃
ExtraTiC:lumberaxeHead:166, 红宝石宽斧刃
ExtraTiC:lumberaxeHead:167, 蓝宝石宽斧刃
ExtraTiC:lumberaxeHead:171, 玄钢宽斧刃
ExtraTiC:lumberaxeHead:172, 虚空金属宽斧刃
ExtraTiC:lumberaxeHead:141, 铁血宽斧刃
ExtraTiC:lumberaxeHead:173, 赤金宽斧刃
ExtraTiC:lumberaxeHead:142, 精灵宽斧刃
ExtraTiC:lumberaxeHead:143, 赛特斯石英宽斧刃
ExtraTiC:lumberaxeHead:2000, Constantan宽斧刃
ExtraTiC:lumberaxeHead:145, 魔钢宽斧刃
ExtraTiC:lumberaxeHead:146, 泰拉钢宽斧刃
ExtraTiC:lumberaxeHead:178, 龙元素宽斧刃
ExtraTiC:lumberaxeHead:147, 源质钢宽斧刃
ExtraTiC:lumberaxeHead:179, 觉醒龙元素宽斧刃
ExtraTiC:lumberaxeHead:180, 凝胶宽斧刃
ExtraTiC:lumberaxeHead:126, 秘银宽斧刃
ExtraTiC:mediumGuard:160, 炽铁护手
ExtraTiC:mediumGuard:161, 铁树护手
ExtraTiC:mediumGuard:162, 骑士金属护手
ExtraTiC:mediumGuard:163, 钢叶护手
ExtraTiC:mediumGuard:164, 紫水晶护手
ExtraTiC:mediumGuard:165, 橄榄石护手
ExtraTiC:mediumGuard:166, 红宝石护手
ExtraTiC:mediumGuard:167, 蓝宝石护手
ExtraTiC:mediumGuard:171, 玄钢护手
ExtraTiC:mediumGuard:172, 虚空金属护手
ExtraTiC:mediumGuard:141, 铁血护手
ExtraTiC:mediumGuard:173, 赤金护手
ExtraTiC:mediumGuard:142, 精灵护手
ExtraTiC:mediumGuard:143, 赛特斯石英护手
ExtraTiC:mediumGuard:2000, Constantan护手
ExtraTiC:mediumGuard:145, 魔钢护手
ExtraTiC:mediumGuard:146, 泰拉钢护手
ExtraTiC:mediumGuard:178, 龙元素护手
ExtraTiC:mediumGuard:147, 源质钢护手
ExtraTiC:mediumGuard:179, 觉醒龙元素护手
ExtraTiC:mediumGuard:180, 凝胶护手
ExtraTiC:mediumGuard:126, 秘银护手
ExtraTiC:pickaxeHead:160, 炽铁镐头
ExtraTiC:pickaxeHead:161, 铁树镐头
ExtraTiC:pickaxeHead:162, 骑士金属镐头
ExtraTiC:pickaxeHead:163, 钢叶镐头
ExtraTiC:pickaxeHead:164, 紫水晶镐头
ExtraTiC:pickaxeHead:165, 橄榄石镐头
ExtraTiC:pickaxeHead:166, 红宝石镐头
ExtraTiC:pickaxeHead:167, 蓝宝石镐头
ExtraTiC:pickaxeHead:171, 玄钢镐头
ExtraTiC:pickaxeHead:172, 虚空金属镐头
ExtraTiC:pickaxeHead:141, 铁血镐头
ExtraTiC:pickaxeHead:173, 赤金镐头
ExtraTiC:pickaxeHead:142, 精灵镐头
ExtraTiC:pickaxeHead:143, 赛特斯石英镐头
ExtraTiC:pickaxeHead:2000, Constantan镐头
ExtraTiC:pickaxeHead:145, 魔钢镐头
ExtraTiC:pickaxeHead:146, 泰拉钢镐头
ExtraTiC:pickaxeHead:178, 龙元素镐头
ExtraTiC:pickaxeHead:147, 源质钢镐头
ExtraTiC:pickaxeHead:179, 觉醒龙元素镐头
ExtraTiC:pickaxeHead:180, 凝胶镐头
ExtraTiC:pickaxeHead:126, 秘银镐头
ExtraTiC:scytheHead:160, 炽铁镰刀刀刃
ExtraTiC:scytheHead:161, 铁树镰刀刀刃
ExtraTiC:scytheHead:162, 骑士金属镰刀刀刃
ExtraTiC:scytheHead:163, 钢叶镰刀刀刃
ExtraTiC:scytheHead:164, 紫水晶镰刀刀刃
ExtraTiC:scytheHead:165, 橄榄石镰刀刀刃
ExtraTiC:scytheHead:166, 红宝石镰刀刀刃
ExtraTiC:scytheHead:167, 蓝宝石镰刀刀刃
ExtraTiC:scytheHead:171, 玄钢镰刀刀刃
ExtraTiC:scytheHead:172, 虚空金属镰刀刀刃
ExtraTiC:scytheHead:141, 铁血镰刀刀刃
ExtraTiC:scytheHead:173, 赤金镰刀刀刃
ExtraTiC:scytheHead:142, 精灵镰刀刀刃
ExtraTiC:scytheHead:143, 赛特斯石英镰刀刀刃
ExtraTiC:scytheHead:2000, Constantan镰刀刀刃
ExtraTiC:scytheHead:145, 魔钢镰刀刀刃
ExtraTiC:scytheHead:146, 泰拉钢镰刀刀刃
ExtraTiC:scytheHead:178, 龙元素镰刀刀刃
ExtraTiC:scytheHead:147, 源质钢镰刀刀刃
ExtraTiC:scytheHead:179, 觉醒龙元素镰刀刀刃
ExtraTiC:scytheHead:180, 凝胶镰刀刀刃
ExtraTiC:scytheHead:126, 秘银镰刀刀刃
ExtraTiC:shovelHead:160, 炽铁铲头
ExtraTiC:shovelHead:161, 铁树铲头
ExtraTiC:shovelHead:162, 骑士金属铲头
ExtraTiC:shovelHead:163, 钢叶铲头
ExtraTiC:shovelHead:164, 紫水晶铲头
ExtraTiC:shovelHead:165, 橄榄石铲头
ExtraTiC:shovelHead:166, 红宝石铲头
ExtraTiC:shovelHead:167, 蓝宝石铲头
ExtraTiC:shovelHead:171, 玄钢铲头
ExtraTiC:shovelHead:172, 虚空金属铲头
ExtraTiC:shovelHead:141, 铁血铲头
ExtraTiC:shovelHead:173, 赤金铲头
ExtraTiC:shovelHead:142, 精灵铲头
ExtraTiC:shovelHead:143, 赛特斯石英铲头
ExtraTiC:shovelHead:2000, Constantan铲头
ExtraTiC:shovelHead:145, 魔钢铲头
ExtraTiC:shovelHead:146, 泰拉钢铲头
ExtraTiC:shovelHead:178, 龙元素铲头
ExtraTiC:shovelHead:147, 源质钢铲头
ExtraTiC:shovelHead:179, 觉醒龙元素铲头
ExtraTiC:shovelHead:180, 凝胶铲头
ExtraTiC:shovelHead:126, 秘银铲头
ExtraTiC:swordBlade:160, 炽铁剑刃
ExtraTiC:swordBlade:161, 铁树剑刃
ExtraTiC:swordBlade:162, 骑士金属剑刃
ExtraTiC:swordBlade:163, 钢叶剑刃
ExtraTiC:swordBlade:164, 紫水晶剑刃
ExtraTiC:swordBlade:165, 橄榄石剑刃
ExtraTiC:swordBlade:166, 红宝石剑刃
ExtraTiC:swordBlade:167, 蓝宝石剑刃
ExtraTiC:swordBlade:171, 玄钢剑刃
ExtraTiC:swordBlade:172, 虚空金属剑刃
ExtraTiC:swordBlade:141, 铁血剑刃
ExtraTiC:swordBlade:173, 赤金剑刃
ExtraTiC:swordBlade:142, 精灵剑刃
ExtraTiC:swordBlade:143, 赛特斯石英剑刃
ExtraTiC:swordBlade:2000, Constantan剑刃
ExtraTiC:swordBlade:145, 魔钢剑刃
ExtraTiC:swordBlade:146, 泰拉钢剑刃
ExtraTiC:swordBlade:178, 龙元素剑刃
ExtraTiC:swordBlade:147, 源质钢剑刃
ExtraTiC:swordBlade:179, 觉醒龙元素剑刃
ExtraTiC:swordBlade:180, 凝胶剑刃
ExtraTiC:swordBlade:126, 秘银剑刃
ExtraTiC:toolrod:160, 炽铁手柄
ExtraTiC:toolrod:161, 铁树手柄
ExtraTiC:toolrod:162, 骑士金属手柄
ExtraTiC:toolrod:163, 钢叶手柄
ExtraTiC:toolrod:164, 紫水晶手柄
ExtraTiC:toolrod:165, 橄榄石手柄
ExtraTiC:toolrod:166, 红宝石手柄
ExtraTiC:toolrod:167, 蓝宝石手柄
ExtraTiC:toolrod:171, 玄钢手柄
ExtraTiC:toolrod:172, 虚空金属手柄
ExtraTiC:toolrod:141, 铁血手柄
ExtraTiC:toolrod:173, 赤金手柄
ExtraTiC:toolrod:142, 精灵手柄
ExtraTiC:toolrod:143, 赛特斯石英手柄
ExtraTiC:toolrod:2000, Constantan手柄
ExtraTiC:toolrod:145, 魔钢手柄
ExtraTiC:toolrod:146, 泰拉钢手柄
ExtraTiC:toolrod:178, 龙元素手柄
ExtraTiC:toolrod:147, 源质钢手柄
ExtraTiC:toolrod:179, 觉醒龙元素手柄
ExtraTiC:toolrod:180, 凝胶手柄
ExtraTiC:toolrod:126, 秘银手柄
ExtraTiC:toughbind:160, 炽铁坚韧绑定结
ExtraTiC:toughbind:161, 铁树坚韧绑定结
ExtraTiC:toughbind:162, 骑士金属坚韧绑定结
ExtraTiC:toughbind:163, 钢叶坚韧绑定结
ExtraTiC:toughbind:164, 紫水晶坚韧绑定结
ExtraTiC:toughbind:165, 橄榄石坚韧绑定结
ExtraTiC:toughbind:166, 红宝石坚韧绑定结
ExtraTiC:toughbind:167, 蓝宝石坚韧绑定结
ExtraTiC:toughbind:171, 玄钢坚韧绑定结
ExtraTiC:toughbind:172, 虚空金属坚韧绑定结
ExtraTiC:toughbind:141, 铁血坚韧绑定结
ExtraTiC:toughbind:173, 赤金坚韧绑定结
ExtraTiC:toughbind:142, 精灵坚韧绑定结
ExtraTiC:toughbind:143, 赛特斯石英坚韧绑定结
ExtraTiC:toughbind:2000, Constantan坚韧绑定结
ExtraTiC:toughbind:145, 魔钢坚韧绑定结
ExtraTiC:toughbind:146, 泰拉钢坚韧绑定结
ExtraTiC:toughbind:178, 龙元素坚韧绑定结
ExtraTiC:toughbind:147, 源质钢坚韧绑定结
ExtraTiC:toughbind:179, 觉醒龙元素坚韧绑定结
ExtraTiC:toughbind:180, 凝胶坚韧绑定结
ExtraTiC:toughbind:126, 秘银坚韧绑定结
ExtraTiC:toughrod:160, 炽铁坚韧手柄
ExtraTiC:toughrod:161, 铁树坚韧手柄
ExtraTiC:toughrod:162, 骑士金属坚韧手柄
ExtraTiC:toughrod:163, 钢叶坚韧手柄
ExtraTiC:toughrod:164, 紫水晶坚韧手柄
ExtraTiC:toughrod:165, 橄榄石坚韧手柄
ExtraTiC:toughrod:166, 红宝石坚韧手柄
ExtraTiC:toughrod:167, 蓝宝石坚韧手柄
ExtraTiC:toughrod:171, 玄钢坚韧手柄
ExtraTiC:toughrod:172, 虚空金属坚韧手柄
ExtraTiC:toughrod:141, 铁血坚韧手柄
ExtraTiC:toughrod:173, 赤金坚韧手柄
ExtraTiC:toughrod:142, 精灵坚韧手柄
ExtraTiC:toughrod:143, 赛特斯石英坚韧手柄
ExtraTiC:toughrod:2000, Constantan坚韧手柄
ExtraTiC:toughrod:145, 魔钢坚韧手柄
ExtraTiC:toughrod:146, 泰拉钢坚韧手柄
ExtraTiC:toughrod:178, 龙元素坚韧手柄
ExtraTiC:toughrod:147, 源质钢坚韧手柄
ExtraTiC:toughrod:179, 觉醒龙元素坚韧手柄
ExtraTiC:toughrod:180, 凝胶坚韧手柄
ExtraTiC:toughrod:126, 秘银坚韧手柄
ExtraTiC:shuriken:160, 炽铁 回旋镖
ExtraTiC:shuriken:161, 铁树 回旋镖
ExtraTiC:shuriken:162, 骑士金属 回旋镖
ExtraTiC:shuriken:163, 钢叶 回旋镖
ExtraTiC:shuriken:164, 紫水晶 回旋镖
ExtraTiC:shuriken:165, 橄榄石 回旋镖
ExtraTiC:shuriken:166, 红宝石 回旋镖
ExtraTiC:shuriken:167, 蓝宝石 回旋镖
ExtraTiC:shuriken:171, 玄钢 回旋镖
ExtraTiC:shuriken:172, 虚空金属 回旋镖
ExtraTiC:shuriken:141, 铁血 回旋镖
ExtraTiC:shuriken:173, 赤金 回旋镖
ExtraTiC:shuriken:142, 精灵 回旋镖
ExtraTiC:shuriken:143, 赛特斯石英 回旋镖
ExtraTiC:shuriken:2000, Constantan 回旋镖
ExtraTiC:shuriken:145, 魔钢 回旋镖
ExtraTiC:shuriken:146, 泰拉钢 回旋镖
ExtraTiC:shuriken:178, 龙元素 回旋镖
ExtraTiC:shuriken:147, 源质钢 回旋镖
ExtraTiC:shuriken:179, 觉醒龙元素 回旋镖
ExtraTiC:shuriken:180, 凝胶 回旋镖
ExtraTiC:shuriken:126, 秘银 回旋镖
ExtraTiC:BowLimb:160, 炽铁 弓臂
ExtraTiC:BowLimb:161, 铁树 弓臂
ExtraTiC:BowLimb:162, 骑士金属 弓臂
ExtraTiC:BowLimb:163, 钢叶 弓臂
ExtraTiC:BowLimb:164, 紫水晶 弓臂
ExtraTiC:BowLimb:165, 橄榄石 弓臂
ExtraTiC:BowLimb:166, 红宝石 弓臂
ExtraTiC:BowLimb:167, 蓝宝石 弓臂
ExtraTiC:BowLimb:171, 玄钢 弓臂
ExtraTiC:BowLimb:172, 虚空金属 弓臂
ExtraTiC:BowLimb:141, 铁血 弓臂
ExtraTiC:BowLimb:173, 赤金 弓臂
ExtraTiC:BowLimb:142, 精灵 弓臂
ExtraTiC:BowLimb:143, 赛特斯石英 弓臂
ExtraTiC:BowLimb:2000, Constantan 弓臂
ExtraTiC:BowLimb:145, 魔钢 弓臂
ExtraTiC:BowLimb:146, 泰拉钢 弓臂
ExtraTiC:BowLimb:178, 龙元素 弓臂
ExtraTiC:BowLimb:147, 源质钢 弓臂
ExtraTiC:BowLimb:179, 觉醒龙元素 弓臂
ExtraTiC:BowLimb:180, 凝胶 弓臂
ExtraTiC:BowLimb:126, 秘银 弓臂
ExtraTiC:CrossbowLimb:160, 炽铁 弩臂
ExtraTiC:CrossbowLimb:161, 铁树 弩臂
ExtraTiC:CrossbowLimb:162, 骑士金属 弩臂
ExtraTiC:CrossbowLimb:163, 钢叶 弩臂
ExtraTiC:CrossbowLimb:164, 紫水晶 弩臂
ExtraTiC:CrossbowLimb:165, 橄榄石 弩臂
ExtraTiC:CrossbowLimb:166, 红宝石 弩臂
ExtraTiC:CrossbowLimb:167, 蓝宝石 弩臂
ExtraTiC:CrossbowLimb:171, 玄钢 弩臂
ExtraTiC:CrossbowLimb:172, 虚空金属 弩臂
ExtraTiC:CrossbowLimb:141, 铁血 弩臂
ExtraTiC:CrossbowLimb:173, 赤金 弩臂
ExtraTiC:CrossbowLimb:142, 精灵 弩臂
ExtraTiC:CrossbowLimb:143, 赛特斯石英 弩臂
ExtraTiC:CrossbowLimb:2000, Constantan 弩臂
ExtraTiC:CrossbowLimb:145, 魔钢 弩臂
ExtraTiC:CrossbowLimb:146, 泰拉钢 弩臂
ExtraTiC:CrossbowLimb:178, 龙元素 弩臂
ExtraTiC:CrossbowLimb:147, 源质钢 弩臂
ExtraTiC:CrossbowLimb:179, 觉醒龙元素 弩臂
ExtraTiC:CrossbowLimb:180, 凝胶 弩臂
ExtraTiC:CrossbowLimb:126, 秘银 弩臂
ExtraTiC:CrossbowBody:160, 炽铁 弩身
ExtraTiC:CrossbowBody:161, 铁树 弩身
ExtraTiC:CrossbowBody:162, 骑士金属 弩身
ExtraTiC:CrossbowBody:163, 钢叶 弩身
ExtraTiC:CrossbowBody:164, 紫水晶 弩身
ExtraTiC:CrossbowBody:165, 橄榄石 弩身
ExtraTiC:CrossbowBody:166, 红宝石 弩身
ExtraTiC:CrossbowBody:167, 蓝宝石 弩身
ExtraTiC:CrossbowBody:171, 玄钢 弩身
ExtraTiC:CrossbowBody:172, 虚空金属 弩身
ExtraTiC:CrossbowBody:141, 铁血 弩身
ExtraTiC:CrossbowBody:173, 赤金 弩身
ExtraTiC:CrossbowBody:142, 精灵 弩身
ExtraTiC:CrossbowBody:143, 赛特斯石英 弩身
ExtraTiC:CrossbowBody:2000, Constantan 弩身
ExtraTiC:CrossbowBody:145, 魔钢 弩身
ExtraTiC:CrossbowBody:146, 泰拉钢 弩身
ExtraTiC:CrossbowBody:178, 龙元素 弩身
ExtraTiC:CrossbowBody:147, 源质钢 弩身
ExtraTiC:CrossbowBody:179, 觉醒龙元素 弩身
ExtraTiC:CrossbowBody:180, 凝胶 弩身
ExtraTiC:CrossbowBody:126, 秘银 弩身
ExtraTiC:Blot:160, 炽铁 弩箭
ExtraTiC:Blot:161, 铁树 弩箭
ExtraTiC:Blot:162, 骑士金属 弩箭
ExtraTiC:Blot:163, 钢叶 弩箭
ExtraTiC:Blot:164, 紫水晶 弩箭
ExtraTiC:Blot:165, 橄榄石 弩箭
ExtraTiC:Blot:166, 红宝石 弩箭
ExtraTiC:Blot:167, 蓝宝石 弩箭
ExtraTiC:Blot:171, 玄钢 弩箭
ExtraTiC:Blot:172, 虚空金属 弩箭
ExtraTiC:Blot:141, 铁血 弩箭
ExtraTiC:Blot:173, 赤金 弩箭
ExtraTiC:Blot:142, 精灵 弩箭
ExtraTiC:Blot:143, 赛特斯石英 弩箭
ExtraTiC:Blot:2000, Constantan 弩箭
ExtraTiC:Blot:145, 魔钢 弩箭
ExtraTiC:Blot:146, 泰拉钢 弩箭
ExtraTiC:Blot:178, 龙元素 弩箭
ExtraTiC:Blot:147, 源质钢 弩箭
ExtraTiC:Blot:179, 觉醒龙元素 弩箭
ExtraTiC:Blot:180, 凝胶 弩箭
ExtraTiC:Blot:126, 秘银 弩箭
ExtraTiC:extra.bucket:5, 桶装熔融赤金.name
ExtraTiC:extra.bucket:10, 桶装熔融锌.name
ExtraTiC:extra.bucket:16, 桶装熔融虚空金属.name
ExtraTiC:extra.bucket:4, 桶装熔融铁血.name
ExtraTiC:extra.bucket:9, 桶装熔融玄钢.name
ExtraTiC:extra.bucket:15, 桶装熔融源质钢.name
ExtraTiC:extra.bucket:14, 桶装熔融泰拉钢.name
ExtraTiC:extra.bucket:13, 桶装熔融魔钢.name
ExtraTiC:extra.bucket:36, Molten Constantan Bucket
ExtraTiC:extra.bucket:1, 桶装熔融精灵.name
ExtraTiC:extra.bucket:12, 桶装熔融金刚.name
ExtraTiC:extra.bucket:11, 桶装熔融黄铜.name
FoodPlus:apple_pie, Apple Pie
FoodPlus:steak_pie_item, Beef Pie
FoodPlus:chocolate_cake_item, Chocolate Cake
FoodPlus:strawberry_cake_item, Strawberry Cake
FoodPlus:cooked_carrot_item, Cooked Carrot
FoodPlus:mashed_potato, Mashed Potato
FoodPlus:strawberry, 草莓
FoodPlus:tomato, 西红柿
FoodPlus:kebab, Kebab
FoodPlus:bowl_rice_vegetables, Bowl of Rice with Veggies
FoodPlus:cereal, Cereal
FoodPlus:bowl_cereal, Bowl of Cereals
FoodPlus:rice, 稻米
FoodPlus:bowl_rice, Bowl of Rice
FoodPlus:fried_rice, Fried Rice
FoodPlus:bread_slice, Bread Slice
FoodPlus:toast, 大麦吐司
FoodPlus:bread_buttered, Buttered Bread
FoodPlus:bread_nutella, Bread with Nutella
FoodPlus:carrot_soup, Carrot Soup
FoodPlus:broth, Broth
FoodPlus:bread_butter_pudding, Bread and Butter Pudding
FoodPlus:chocolate_milkshake, Chocolate Milkshake
FoodPlus:nutella, Nutella
FoodPlus:muffin, Muffin
FoodPlus:sweet, Sweet
FoodPlus:caramel, Caramel
FoodPlus:strawberry_milkshake, Strawberry Milkshake
FoodPlus:donut, Doughnut
FoodPlus:donut_chocolate, Chocolate Doughnut
